;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 03/27/2016 12:12:05
;----------------------------------------------

;Address Opcode 	ASM
0x09B5	0x00BE      	MOVWF      FARG__OS_Task_Create_TaskAddr
0x09B6	0x3007      	MOVLW      hi_addr(_USART_TASK)
0x09B7	0x00BF      	MOVWF      FARG__OS_Task_Create_TaskAddr+1
0x09B8	0x20B3      	CALL       __OS_Task_Create
;main.c,50 :: 		Systick_Init();
0x09B9	0x118A      	BCF        PCLATH, 3
0x09BA	0x27E7      	CALL       _systick_init
0x09BB	0x158A      	BSF        PCLATH, 3
;main.c,51 :: 		OS_Run();
L_main1:
0x09BC	0x1283      	BCF        STATUS, 5
0x09BD	0x1242      	BCF        __OS_Flags, 4
0x09BE	0x15C2      	BSF        __OS_Flags, 3
0x09BF	0x01CB      	CLRF       __OS_Best_Priority
0x09C0	0x01CC      	CLRF       __OS_Worst_Priority
0x09C1	0x1D42      	BTFSS      __OS_Flags, 2
0x09C2	0x29C4      	GOTO       L_main4
0x09C3	0x29D1      	GOTO       ___main__OS_SCHED_CHECK_READY
L_main4:
0x09C4	0x3005      	MOVLW      5
0x09C5	0x00C9      	MOVWF      __OS_n
L_main5:
0x09C6	0x3001      	MOVLW      1
0x09C7	0x0249      	SUBWF      __OS_n, 0
0x09C8	0x00F0      	MOVWF      R0
0x09C9	0x01F1      	CLRF       R0+1
0x09CA	0x1C03      	BTFSS      STATUS, 0
0x09CB	0x03F1      	DECF       R0+1, 1
0x09CC	0x0870      	MOVF       R0, 0
0x09CD	0x3E52      	ADDLW      __OS_TaskQueue
0x09CE	0x0084      	MOVWF      FSR
0x09CF	0x0800      	MOVF       INDF, 0
0x09D0	0x00CA      	MOVWF      __OS_Cur_Pos
___main__OS_SCHED_CHECK_READY:
0x09D1	0x3005      	MOVLW      5
0x09D2	0x00F0      	MOVWF      R0
0x09D3	0x084A      	MOVF       __OS_Cur_Pos, 0
0x09D4	0x00F4      	MOVWF      R4
0x09D5	0x118A      	BCF        PCLATH, 3
0x09D6	0x20F0      	CALL       _Mul_8X8_U
0x09D7	0x158A      	BSF        PCLATH, 3
0x09D8	0x0870      	MOVF       R0, 0
0x09D9	0x3EA1      	ADDLW      __OS_Tasks
0x09DA	0x1683      	BSF        STATUS, 5
0x09DB	0x00A0      	MOVWF      __OS_CurTask
0x09DC	0x118A      	BCF        PCLATH, 3
0x09DD	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
0x09DE	0x158A      	BSF        PCLATH, 3
0x09DF	0x1F00      	BTFSS      __indf, 6
0x09E0	0x29E4      	GOTO       L__main84
0x09E1	0x1B80      	BTFSC      __indf, 7
0x09E2	0x29E4      	GOTO       L__main84
0x09E3	0x29E5      	GOTO       L_main10
L__main84:
0x09E4	0x2A60      	GOTO       ___main__OS_SCHED_CONTINUE
L_main10:
0x09E5	0x1980      	BTFSC      __indf, 3
0x09E6	0x2A1E      	GOTO       L_main11
___main__OS_SCHED_RUN:
0x09E7	0x2173      	CALL       __OS_JumpToTask
0x09E8	0x0183      	CLRF       __status
0x09E9	0x3009      	MOVLW      hi_addr($+0)
0x09EA	0x008A      	MOVWF      __pclath
0x09EB	0x118A      	BCF        PCLATH, 3
0x09EC	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
0x09ED	0x158A      	BSF        PCLATH, 3
0x09EE	0x1283      	BCF        STATUS, 5
0x09EF	0x19C2      	BTFSC      __OS_Flags, 3
0x09F0	0x2A1E      	GOTO       L_main12
0x09F1	0x1980      	BTFSC      __indf, 3
0x09F2	0x29F6      	GOTO       L__main83
0x09F3	0x1BC2      	BTFSC      __OS_Flags, 7
0x09F4	0x29F6      	GOTO       L__main83
0x09F5	0x2A1D      	GOTO       L_main15
L__main83:
0x09F6	0x084A      	MOVF       __OS_Cur_Pos, 0
0x09F7	0x3E6A      	ADDLW      __OS_TaskLevel
0x09F8	0x00F1      	MOVWF      R1
0x09F9	0x0871      	MOVF       R1, 0
0x09FA	0x0084      	MOVWF      FSR
0x09FB	0x084C      	MOVF       __OS_Worst_Priority, 0
0x09FC	0x0200      	SUBWF      INDF, 0
0x09FD	0x00F0      	MOVWF      R0
0x09FE	0x0871      	MOVF       R1, 0
0x09FF	0x0084      	MOVWF      FSR
0x0A00	0x0870      	MOVF       R0, 0
0x0A01	0x0080      	MOVWF      INDF
0x0A02	0x086F      	MOVF       __OS_Best_n, 0
0x0A03	0x00C9      	MOVWF      __OS_n
L_main16:
0x0A04	0x0849      	MOVF       __OS_n, 0
0x0A05	0x1903      	BTFSC      STATUS, 2
0x0A06	0x2A1B      	GOTO       L_main17
0x0A07	0x0849      	MOVF       __OS_n, 0
0x0A08	0x3E52      	ADDLW      __OS_TaskQueue
0x0A09	0x00F2      	MOVWF      R2
0x0A0A	0x3001      	MOVLW      1
0x0A0B	0x0249      	SUBWF      __OS_n, 0
0x0A0C	0x00F0      	MOVWF      R0
0x0A0D	0x01F1      	CLRF       R0+1
0x0A0E	0x1C03      	BTFSS      STATUS, 0
0x0A0F	0x03F1      	DECF       R0+1, 1
0x0A10	0x0870      	MOVF       R0, 0
0x0A11	0x3E52      	ADDLW      __OS_TaskQueue
0x0A12	0x0084      	MOVWF      FSR
0x0A13	0x0800      	MOVF       INDF, 0
0x0A14	0x00F0      	MOVWF      R0
0x0A15	0x0872      	MOVF       R2, 0
0x0A16	0x0084      	MOVWF      FSR
0x0A17	0x0870      	MOVF       R0, 0
0x0A18	0x0080      	MOVWF      INDF
0x0A19	0x03C9      	DECF       __OS_n, 1
0x0A1A	0x2A04      	GOTO       L_main16
L_main17:
0x0A1B	0x084A      	MOVF       __OS_Cur_Pos, 0
0x0A1C	0x00D2      	MOVWF      __OS_TaskQueue
L_main15:
0x0A1D	0x2A84      	GOTO       ___main_SCHED_END
L_main12:
L_main11:
0x0A1E	0x1E00      	BTFSS      __indf, 4
0x0A1F	0x2A23      	GOTO       L_main20
0x0A20	0x1A80      	BTFSC      __indf, 5
0x0A21	0x2A23      	GOTO       L_main20
L__main82:
0x0A22	0x2A60      	GOTO       ___main__OS_SCHED_CONTINUE
L_main20:
0x0A23	0x1D80      	BTFSS      __indf, 3
0x0A24	0x2A60      	GOTO       L_main21
0x0A25	0x1283      	BCF        STATUS, 5
0x0A26	0x084A      	MOVF       __OS_Cur_Pos, 0
0x0A27	0x3E6A      	ADDLW      __OS_TaskLevel
0x0A28	0x0084      	MOVWF      FSR
0x0A29	0x0800      	MOVF       INDF, 0
0x0A2A	0x00F1      	MOVWF      R1
0x0A2B	0x0871      	MOVF       R1, 0
0x0A2C	0x1683      	BSF        STATUS, 5
0x0A2D	0x00BA      	MOVWF      __OS_Temp
0x0A2E	0x1BF1      	BTFSC      R1, 7
0x0A2F	0x2A46      	GOTO       L_main22
0x0A30	0x3008      	MOVLW      8
0x0A31	0x073A      	ADDWF      __OS_Temp, 0
0x0A32	0x00F1      	MOVWF      R1
0x0A33	0x0871      	MOVF       R1, 0
0x0A34	0x00BA      	MOVWF      __OS_Temp
0x0A35	0x0820      	MOVF       __OS_CurTask, 0
0x0A36	0x0084      	MOVWF      FSR
0x0A37	0x0800      	MOVF       INDF, 0
0x0A38	0x00F0      	MOVWF      R0
0x0A39	0x3007      	MOVLW      7
0x0A3A	0x05F0      	ANDWF      R0, 1
0x0A3B	0x0870      	MOVF       R0, 0
0x0A3C	0x0271      	SUBWF      R1, 0
0x0A3D	0x00F0      	MOVWF      R0
0x0A3E	0x0870      	MOVF       R0, 0
0x0A3F	0x00BA      	MOVWF      __OS_Temp
0x0A40	0x1283      	BCF        STATUS, 5
0x0A41	0x084A      	MOVF       __OS_Cur_Pos, 0
0x0A42	0x3E6A      	ADDLW      __OS_TaskLevel
0x0A43	0x0084      	MOVWF      FSR
0x0A44	0x0870      	MOVF       R0, 0
0x0A45	0x0080      	MOVWF      INDF
L_main22:
0x0A46	0x1683      	BSF        STATUS, 5
0x0A47	0x083A      	MOVF       __OS_Temp, 0
0x0A48	0x1283      	BCF        STATUS, 5
0x0A49	0x024B      	SUBWF      __OS_Best_Priority, 0
0x0A4A	0x1803      	BTFSC      STATUS, 0
0x0A4B	0x2A56      	GOTO       L_main23
0x0A4C	0x084B      	MOVF       __OS_Best_Priority, 0
0x0A4D	0x00CC      	MOVWF      __OS_Worst_Priority
0x0A4E	0x1683      	BSF        STATUS, 5
0x0A4F	0x083A      	MOVF       __OS_Temp, 0
0x0A50	0x1283      	BCF        STATUS, 5
0x0A51	0x00CB      	MOVWF      __OS_Best_Priority
0x0A52	0x0349      	DECF       __OS_n, 0
0x0A53	0x00EF      	MOVWF      __OS_Best_n
0x0A54	0x1642      	BSF        __OS_Flags, 4
0x0A55	0x2A60      	GOTO       L_main24
L_main23:
0x0A56	0x1683      	BSF        STATUS, 5
0x0A57	0x083A      	MOVF       __OS_Temp, 0
0x0A58	0x1283      	BCF        STATUS, 5
0x0A59	0x024C      	SUBWF      __OS_Worst_Priority, 0
0x0A5A	0x1803      	BTFSC      STATUS, 0
0x0A5B	0x2A60      	GOTO       L_main25
0x0A5C	0x1683      	BSF        STATUS, 5
0x0A5D	0x083A      	MOVF       __OS_Temp, 0
0x0A5E	0x1283      	BCF        STATUS, 5
0x0A5F	0x00CC      	MOVWF      __OS_Worst_Priority
L_main25:
L_main24:
L_main21:
___main__OS_SCHED_CONTINUE:
0x0A60	0x1283      	BCF        STATUS, 5
0x0A61	0x1942      	BTFSC      __OS_Flags, 2
0x0A62	0x2A68      	GOTO       L__main81
0x0A63	0x03C9      	DECF       __OS_n, 1
0x0A64	0x0849      	MOVF       __OS_n, 0
0x0A65	0x1903      	BTFSC      STATUS, 2
0x0A66	0x2A68      	GOTO       L__main81
0x0A67	0x29C6      	GOTO       L_main5
L__main81:
0x0A68	0x1E42      	BTFSS      __OS_Flags, 4
0x0A69	0x2A84      	GOTO       L_main28
0x0A6A	0x11C2      	BCF        __OS_Flags, 3
0x0A6B	0x13C2      	BCF        __OS_Flags, 7
0x0A6C	0x086F      	MOVF       __OS_Best_n, 0
0x0A6D	0x3E52      	ADDLW      __OS_TaskQueue
0x0A6E	0x0084      	MOVWF      FSR
0x0A6F	0x0800      	MOVF       INDF, 0
0x0A70	0x00F0      	MOVWF      R0
0x0A71	0x0870      	MOVF       R0, 0
0x0A72	0x00CA      	MOVWF      __OS_Cur_Pos
0x0A73	0x3005      	MOVLW      5
0x0A74	0x00F4      	MOVWF      R4
0x0A75	0x118A      	BCF        PCLATH, 3
0x0A76	0x20F0      	CALL       _Mul_8X8_U
0x0A77	0x158A      	BSF        PCLATH, 3
0x0A78	0x0870      	MOVF       R0, 0
0x0A79	0x3EA1      	ADDLW      __OS_Tasks
0x0A7A	0x1683      	BSF        STATUS, 5
0x0A7B	0x00A0      	MOVWF      __OS_CurTask
0x0A7C	0x118A      	BCF        PCLATH, 3
0x0A7D	0x2133      	CALL       ___OS_SET_FSR_CUR_TASK
0x0A7E	0x158A      	BSF        PCLATH, 3
0x0A7F	0x1F00      	BTFSS      __indf, 6
0x0A80	0x2A84      	GOTO       L_main31
0x0A81	0x1B80      	BTFSC      __indf, 7
0x0A82	0x2A84      	GOTO       L_main31
L__main80:
0x0A83	0x29E7      	GOTO       ___main__OS_SCHED_RUN
L_main31:
L_main28:
___main_SCHED_END:
0x0A84	0x29BC      	GOTO       L_main1
;main.c,54 :: 		}
L_end_main:
0x0A85	0x2A85      	GOTO       $+0
; end of _main
0x0AB8	0x3026      	MOVLW      38
0x0AB9	0x0084      	MOVWF      FSR
0x0ABA	0x301C      	MOVLW      28
0x0ABB	0x1283      	BCF        STATUS, 5
0x0ABC	0x1303      	BCF        STATUS, 6
0x0ABD	0x00F0      	MOVWF      R0
0x0ABE	0x308B      	MOVLW      139
0x0ABF	0x1683      	BSF        STATUS, 5
0x0AC0	0x00BB      	MOVWF      ___DoICPAddr
0x0AC1	0x300A      	MOVLW      10
0x0AC2	0x00BC      	MOVWF      188
0x0AC3	0x118A      	BCF        PCLATH, 3
0x0AC4	0x27AB      	CALL       1963
0x0AC5	0x158A      	BSF        PCLATH, 3
0x0AC6	0x0008      	RETURN
;rtc.c,0 :: ?lstr_5_rtc
0x07F2	0x3446 ;?lstr_5_rtc+0
0x07F3	0x3472 ;?lstr_5_rtc+1
0x07F4	0x3469 ;?lstr_5_rtc+2
0x07F5	0x3400 ;?lstr_5_rtc+3
; end of ?lstr_5_rtc
;rtc.c,0 :: ?lstr_6_rtc
0x07F6	0x3453 ;?lstr_6_rtc+0
0x07F7	0x3461 ;?lstr_6_rtc+1
0x07F8	0x3474 ;?lstr_6_rtc+2
0x07F9	0x3400 ;?lstr_6_rtc+3
; end of ?lstr_6_rtc
;rtc.c,0 :: ?lstr_7_rtc
0x07FA	0x3453 ;?lstr_7_rtc+0
0x07FB	0x3475 ;?lstr_7_rtc+1
0x07FC	0x346E ;?lstr_7_rtc+2
0x07FD	0x3400 ;?lstr_7_rtc+3
; end of ?lstr_7_rtc
;main.c,0 :: ?ICSmain_sp_relay
0x0A8B	0x3400 ;?ICSmain_sp_relay+0
; end of ?ICSmain_sp_relay
;main.c,0 :: ?ICS?lstr1_main
0x0A8C	0x3454 ;?ICS?lstr1_main+0
0x0A8D	0x3469 ;?ICS?lstr1_main+1
0x0A8E	0x346D ;?ICS?lstr1_main+2
0x0A8F	0x3465 ;?ICS?lstr1_main+3
0x0A90	0x3420 ;?ICS?lstr1_main+4
0x0A91	0x3453 ;?ICS?lstr1_main+5
0x0A92	0x3465 ;?ICS?lstr1_main+6
0x0A93	0x3474 ;?ICS?lstr1_main+7
0x0A94	0x3400 ;?ICS?lstr1_main+8
; end of ?ICS?lstr1_main
;main.c,0 :: ?ICSmain_sp_sec
0x0A95	0x3400 ;?ICSmain_sp_sec+0
; end of ?ICSmain_sp_sec
;main.c,0 :: ?ICSmain_sp_min
0x0A96	0x3400 ;?ICSmain_sp_min+0
; end of ?ICSmain_sp_min
;main.c,0 :: ?ICSmain_sp_hr
0x0A97	0x3400 ;?ICSmain_sp_hr+0
; end of ?ICSmain_sp_hr
;rtc.c,0 :: ?ICS_weekday
0x0A98	0x34AB ;?ICS_weekday+0
0x0A99	0x340A ;?ICS_weekday+1
0x0A9A	0x34A7 ;?ICS_weekday+2
0x0A9B	0x340A ;?ICS_weekday+3
0x0A9C	0x34B3 ;?ICS_weekday+4
0x0A9D	0x340A ;?ICS_weekday+5
0x0A9E	0x34AF ;?ICS_weekday+6
0x0A9F	0x340A ;?ICS_weekday+7
0x0AA0	0x34F2 ;?ICS_weekday+8
0x0AA1	0x3407 ;?ICS_weekday+9
0x0AA2	0x34F6 ;?ICS_weekday+10
0x0AA3	0x3407 ;?ICS_weekday+11
0x0AA4	0x34FA ;?ICS_weekday+12
0x0AA5	0x3407 ;?ICS_weekday+13
; end of ?ICS_weekday
;serial.c,0 :: ?ICSserial_index
0x0AA6	0x3400 ;?ICSserial_index+0
; end of ?ICSserial_index
;rtc.c,0 :: ?lstr_2_rtc
0x0AA7	0x3454 ;?lstr_2_rtc+0
0x0AA8	0x3475 ;?lstr_2_rtc+1
0x0AA9	0x3465 ;?lstr_2_rtc+2
0x0AAA	0x3400 ;?lstr_2_rtc+3
; end of ?lstr_2_rtc
;rtc.c,0 :: ?lstr_1_rtc
0x0AAB	0x344D ;?lstr_1_rtc+0
0x0AAC	0x346F ;?lstr_1_rtc+1
0x0AAD	0x346E ;?lstr_1_rtc+2
0x0AAE	0x3400 ;?lstr_1_rtc+3
; end of ?lstr_1_rtc
;rtc.c,0 :: ?lstr_4_rtc
0x0AAF	0x3454 ;?lstr_4_rtc+0
0x0AB0	0x3468 ;?lstr_4_rtc+1
0x0AB1	0x3475 ;?lstr_4_rtc+2
0x0AB2	0x3400 ;?lstr_4_rtc+3
; end of ?lstr_4_rtc
;rtc.c,0 :: ?lstr_3_rtc
0x0AB3	0x3457 ;?lstr_3_rtc+0
0x0AB4	0x3465 ;?lstr_3_rtc+1
0x0AB5	0x3464 ;?lstr_3_rtc+2
0x0AB6	0x3400 ;?lstr_3_rtc+3
; end of ?lstr_3_rtc
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [113]    _systick_INT
0x0075      [13]    _Delay_5500us
0x0082       [7]    _Delay_50us
0x0089       [6]    _Delay_1us
0x008F      [87]    _Lcd_Cmd
0x00E6      [10]    _UART1_Write
0x00F0      [25]    _Mul_8X8_U
0x0109       [9]    _Lcd_Chr_CP
0x0112      [17]    _Div_8X8_U
0x0123      [16]    _I2C1_Is_Idle
0x0133      [10]    ___OS_SET_FSR_CUR_TASK
0x013D      [38]    _I2C1_Start
0x0163      [24]    _I2C1_Wr
0x017B       [7]    _I2C1_Repeated_Start
0x0182      [30]    _I2C1_Rd
0x01A0      [41]    _Dec2Bcd
0x01C9      [22]    _Bcd2Dec
0x01DF       [4]    _I2C1_Stop
0x01E3      [23]    _UART1_Write_Text
0x01FA      [32]    _memcpy
0x021A      [67]    _Lcd_Out
0x025D      [11]    _UART1_Read
0x0268       [7]    _UART1_Data_Ready
0x026F       [7]    _____DoICP
0x0276     [113]    __OS_Queue_Send
0x02E7      [43]    __OS_Csem_Signal
0x0312      [25]    _memset
0x032B     [105]    _TimeToString
0x0394       [6]    _serial_write_text
0x039A       [2]    _serial_dataready
0x039C     [143]    _serial_process_data
0x042B      [28]    __OS_CheckEvent
0x0447      [35]    __OS_ReturnSave
0x046A     [198]    _DateToString
0x0530      [57]    _Relay_ChangeState
0x0569      [16]    _UART1_Init
0x0579      [78]    _Lcd_Init
0x05C7      [33]    __OS_InitDelay
0x05E8       [2]    _serial_read
0x05EA      [59]    _Write_Time
0x0625      [10]    _I2C1_Init
0x062F      [67]    __OS_Queue_Get
0x0672      [66]    _Transform_Time
0x06B4       [7]    __OS_DI_INT
0x06BB      [67]    _Read_Time
0x06FE      [10]    _lcd16x2_write
0x0708     [115]    _USART_TASK
0x077B      [15]    _Relay_Init
0x078A      [17]    _lcd16x2_init
0x079B       [7]    _serial_init
0x07A2       [9]    _RTC_init
0x07AB      [12]    ___CC2DW
0x07B7      [48]    _OS_Init
0x07E7      [11]    _systick_init
0x0800     [179]    _LCD_TASK
0x08B3      [53]    __OS_Task_Create
0x08E8     [139]    _RELAY_TASK
0x0973      [16]    __OS_JumpToTask
0x0983     [258]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    __indf
0x0000       [1]    INDF
0x0002       [1]    PCL
0x0002       [1]    __pcl
0x0003       [0]    IRP_bit
0x0003       [1]    __status
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0004       [1]    __fsr
0x0007       [0]    RELAY_1
0x0007       [0]    LCD_BKL
0x0007       [0]    RELAY_3
0x0007       [0]    RELAY_2
0x0007       [0]    RC5_bit
0x0007       [1]    PORTC
0x0008       [0]    LCD_RS
0x0008       [0]    LCD_RW
0x0008       [0]    RD7_bit
0x0008       [0]    RELAY_4
0x0008       [0]    LCD_D6
0x0008       [0]    LCD_D7
0x0008       [1]    PORTD
0x0008       [0]    LCD_EN
0x0008       [0]    LCD_D4
0x0008       [0]    LCD_D5
0x0008       [0]    RD2_bit
0x0008       [0]    RD1_bit
0x0008       [0]    RD3_bit
0x0008       [0]    RD4_bit
0x0008       [0]    RD5_bit
0x0008       [0]    RD6_bit
0x000A       [1]    __pclath
0x000A       [1]    PCLATH
0x000B       [1]    __intcon
0x000B       [1]    INTCON
0x000B       [0]    GIE_bit
0x000C       [1]    PIR1
0x000C       [0]    TMR2IF_bit
0x0012       [1]    T2CON
0x0013       [1]    SSPBUF
0x0014       [1]    SSPCON
0x0018       [1]    RCSTA
0x0019       [1]    TXREG
0x001A       [1]    RCREG
0x0026       [1]    main_sp_relay
0x0027       [9]    ?lstr1_main
0x0030       [1]    main_sp_sec
0x0031       [1]    main_sp_min
0x0032       [1]    main_sp_hr
0x0033      [14]    _weekday
0x0041       [1]    serial_index
0x0042       [1]    __OS_Flags
0x0043       [4]    _RELAY_QUEUE
0x0047       [2]    _RELAY_MSG_QUEUE
0x0049       [1]    __OS_n
0x004A       [1]    __OS_Cur_Pos
0x004B       [1]    __OS_Best_Priority
0x004C       [1]    __OS_Worst_Priority
0x004D       [1]    ___saveSTATUS
0x004E       [1]    ___savePCLATH
0x004F       [2]    _Relay_csem
0x0051       [1]    __OS_Temp_I
0x0052       [5]    __OS_TaskQueue
0x0057       [0]    __Lib_Lcd_cmd_status
0x0058       [8]    USART_TASK_param_L0
0x0060      [10]    serial_ReadData
0x006A       [5]    __OS_TaskLevel
0x006F       [1]    __OS_Best_n
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0087       [0]    TRISC6_bit
0x0087       [0]    TRISC7_bit
0x0087       [0]    TRISC4_bit
0x0087       [0]    TRISC5_bit
0x0087       [0]    RELAY_1_TRIS
0x0087       [1]    TRISC
0x0087       [0]    LCD_BKL_Direction
0x0087       [0]    RELAY_2_TRIS
0x0087       [0]    RELAY_3_TRIS
0x0087       [0]    TRISC3_bit
0x0088       [0]    LCD_RW_Direction
0x0088       [0]    LCD_EN_Direction
0x0088       [0]    LCD_RS_Direction
0x0088       [0]    TRISD4_bit
0x0088       [0]    RELAY_4_TRIS
0x0088       [0]    LCD_D4_Direction
0x0088       [0]    LCD_D7_Direction
0x0088       [0]    TRISD3_bit
0x0088       [1]    TRISD
0x0088       [0]    LCD_D5_Direction
0x0088       [0]    LCD_D6_Direction
0x0088       [0]    TRISD1_bit
0x0088       [0]    TRISD7_bit
0x0088       [0]    TRISD2_bit
0x0088       [0]    TRISD6_bit
0x0088       [0]    TRISD5_bit
0x008C       [0]    TMR2IE_bit
0x0091       [1]    SSPCON2
0x0092       [1]    PR2
0x0093       [1]    SSPADD
0x0094       [1]    SSPSTAT
0x0098       [1]    TXSTA
0x0099       [1]    SPBRG
0x009A       [1]    SPBRGH
0x00A0       [1]    __OS_CurTask
0x00A1      [25]    __OS_Tasks
0x00BA       [1]    __OS_Temp
0x00BB       [2]    ___DoICPAddr
0x00BD       [9]    LCD_TASK_time_L0
0x00BD       [1]    USART_TASK_cmd_Type_L0
0x00BD       [1]    RELAY_TASK_state_L0
0x00BD       [1]    FARG__OS_Task_Create_priority
0x00BE       [1]    RELAY_TASK_i_L0
0x00BE       [2]    FARG__OS_Task_Create_TaskAddr
0x00C6      [13]    LCD_TASK_date_L0
0x00D3       [1]    LCD_TASK_sec_L0
0x00D4       [1]    LCD_TASK_min_L0
0x00D5       [1]    LCD_TASK_hr_L0
0x00D6       [1]    LCD_TASK_week_day_L0
0x00D7       [1]    LCD_TASK_day_L0
0x00D8       [1]    LCD_TASK_mn_L0
0x00D9       [1]    LCD_TASK_year_L0
0x00DA       [1]    FARG_Relay_ChangeState_on_off
0x00DA       [1]    FARG_DateToString_week_day
0x00DA       [1]    FARG_TimeToString_sec
0x00DA       [1]    FARG_serial_write_text_text
0x00DA       [1]    FARG_Read_Time_sec
0x00DA       [1]    FARG__OS_Csem_Signal_pCSem
0x00DA       [1]    FARG_Write_Time_sec
0x00DA       [1]    FARG__OS_Queue_Get_pQueue
0x00DA       [4]    FARG_I2C1_Init_clock
0x00DA       [1]    FARG_serial_process_data_readata
0x00DA       [1]    FARG_Transform_Time_sec
0x00DA       [1]    FARG_memset_p1
0x00DA       [2]    FARG__OS_InitDelay_Delay
0x00DA       [1]    FARG_lcd16x2_write_row
0x00DA       [1]    FARG__OS_CheckEvent_bEvent
0x00DA       [1]    FARG__OS_Queue_Send_pQueue
0x00DB       [1]    FARG_memset_character
0x00DB       [1]    FARG__OS_Queue_Send_Msg
0x00DB       [1]    FARG_lcd16x2_write_col
0x00DB       [1]    FARG_Write_Time_min
0x00DB       [1]    FARG_Relay_ChangeState_relay_id
0x00DB       [1]    FARG_TimeToString_min
0x00DB       [1]    FARG_Transform_Time_min
0x00DB       [1]    FARG_Read_Time_min
0x00DB       [1]    FARG_serial_process_data_TyprCmd
0x00DB       [1]    FARG_DateToString_day
0x00DC       [1]    FARG_Transform_Time_hr
0x00DC       [1]    FARG_Write_Time_hr
0x00DC       [1]    FARG_DateToString_mn
0x00DC       [1]    FARG_TimeToString_hr
0x00DC       [1]    FARG_Read_Time_hr
0x00DC       [1]    FARG_lcd16x2_write_text
0x00DC       [2]    FARG_memset_n
0x00DC       [1]    FARG_serial_process_data_Value
0x00DD       [1]    serial_process_data_retval_L0
0x00DD       [1]    FARG_DateToString_year
0x00DD       [1]    FARG_TimeToString_outtext
0x00DD       [1]    FARG_Read_Time_week_day
0x00DD       [1]    FARG_Transform_Time_week_day
0x00DD       [1]    FARG_Write_Time_week_day
0x00DE       [1]    FARG_Read_Time_day
0x00DE       [1]    FLOC__TimeToString
0x00DE       [1]    FARG_Write_Time_day
0x00DE       [1]    FARG_DateToString_outtext
0x00DE       [1]    FARG_Transform_Time_day
0x00DF       [1]    FLOC__DateToString
0x00DF       [1]    FARG_Read_Time_mn
0x00DF       [1]    FARG_Transform_Time_mn
0x00DF       [1]    FARG_Write_Time_mn
0x00E0       [1]    FARG_Write_Time_year
0x00E0       [1]    FARG_Read_Time_year
0x00E0       [1]    FARG_Transform_Time_year
0x00E1       [1]    FARG_Lcd_Out_row
0x00E1       [1]    FARG_Dec2Bcd_decnum
0x00E1       [1]    FARG_memcpy_d1
0x00E1       [1]    FARG_Bcd2Dec_bcdnum
0x00E1       [2]    I2C1_Start_j_L0
0x00E1       [1]    FARG_I2C1_Wr_data_
0x00E1       [1]    FARG_UART1_Write_Text_uart_text
0x00E1       [1]    FARG_I2C1_Rd_ack
0x00E2       [1]    UART1_Write_Text_data__L0
0x00E2       [1]    Dec2Bcd_tmp_L0
0x00E2       [1]    FARG_memcpy_s1
0x00E2       [1]    FARG_Lcd_Out_column
0x00E3       [1]    UART1_Write_Text_counter_L0
0x00E3       [2]    FARG_memcpy_n
0x00E3       [1]    FARG_Lcd_Out_text
0x00E4       [1]    Lcd_Out_i_L0
0x00E5       [1]    FARG_UART1_Write_data_
0x00E5       [1]    FARG_Lcd_Chr_CP_out_char
0x00E6       [1]    FARG_Lcd_Cmd_out_char
0x00E7       [1]    systick_INT__os_i_L3
0x0188       [1]    ANSEL
0x0189       [1]    ANSELH
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x07F2       [4]    ?lstr_5_rtc
0x07F6       [4]    ?lstr_6_rtc
0x07FA       [4]    ?lstr_7_rtc
0x0A8B       [1]    ?ICSmain_sp_relay
0x0A8C       [9]    ?ICS?lstr1_main
0x0A95       [1]    ?ICSmain_sp_sec
0x0A96       [1]    ?ICSmain_sp_min
0x0A97       [1]    ?ICSmain_sp_hr
0x0A98      [14]    ?ICS_weekday
0x0AA6       [1]    ?ICSserial_index
0x0AA7       [4]    ?lstr_2_rtc
0x0AAB       [4]    ?lstr_1_rtc
0x0AAF       [4]    ?lstr_4_rtc
0x0AB3       [4]    ?lstr_3_rtc
//** Label List: ** 
//----------------------------------------------
  L_end_lcd16x2_init
  _lcd16x2_init
  L_end_lcd16x2_write
  _lcd16x2_write
  L_end_lcd16x2_writecp
  _lcd16x2_writecp
  L_main0
  L_main1
  L_main2
  L_main3
  L_main4
  ___main__OS_SCHED_CHECK_READY
  L_main5
  L_main6
  L_main7
  L_main8
  L_main9
  L_main10
  ___main__OS_SCHED_CONTINUE
  L_main11
  ___main__OS_SCHED_RUN
  L_main12
  L_main13
